passenger_id,card_number,passenger_type,age_group,gender,home_stop_id,registration_date,card_status
P001131,UTC-7267-0001131,regular,26_40,F,S0106,2020-07-10,active
P001132,UTC-7559-0001132,regular,41_60,M,S0125,2023-02-19,active
P001133,UTC-8990-0001133,regular,26_40,F,S0042,2025-12-21,active
P001134,UTC-2859-0001134,regular,26_40,M,S0048,2025-04-18,active
P001135,UTC-3185-0001135,regular,18_25,M,S0043,2024-08-26,active
P001136,UTC-6701-0001136,student,18_25,F,S0047,2026-06-24,active
P001137,UTC-3280-0001137,regular,18_25,M,S0061,2025-05-06,active
P001138,UTC-5368-0001138,regular,41_60,F,S0043,2026-07-28,active
P001139,UTC-5263-0001139,regular,26_40,F,S0086,2025-03-18,active
P001140,UTC-9869-0001140,student,under_18,M,S0025,2026-03-02,active
P001141,UTC-2508-0001141,regular,26_40,M,S0055,2022-04-17,active
P001142,UTC-1862-0001142,regular,26_40,F,S0028,2022-09-23,active
P001143,UTC-3679-0001143,regular,18_25,F,S0047,2020-08-07,active
P001144,UTC-5597-0001144,student,under_18,F,S0039,2025-12-24,active
P001145,UTC-7920-0001145,disabled,60_plus,F,S0093,2020-03-13,active
P001146,UTC-9560-0001146,regular,26_40,M,S0126,2024-10-01,active
P001147,UTC-6182-0001147,regular,60_plus,M,S0029,2020-02-27,active
P001148,UTC-2546-0001148,student,18_25,M,S0033,2022-04-09,active
P001149,UTC-8745-0001149,regular,26_40,M,S0017,2025-11-17,active
P001150,UTC-7205-0001150,regular,18_25,M,S0005,2025-09-17,active
P001151,UTC-3361-0001151,student,under_18,M,S0070,2021-10-09,active
P001152,UTC-6240-0001152,student,under_18,M,S0106,2021-02-08,active
P001153,UTC-6842-0001153,regular,18_25,M,S0051,2023-04-27,active
P001154,UTC-6523-0001154,regular,26_40,F,S0035,2019-07-09,active
P001155,UTC-4705-0001155,regular,18_25,M,S0035,2026-01-05,active
P001156,UTC-4546-0001156,regular,41_60,M,S0029,2026-02-07,active
P001157,UTC-8218-0001157,senior,60_plus,F,S0030,2020-03-20,active
P001158,UTC-7769-0001158,regular,26_40,F,S0029,2025-12-02,active
P001159,UTC-5183-0001159,regular,18_25,F,S0004,2021-05-23,active
P001160,UTC-1495-0001160,regular,41_60,M,S0063,2025-04-28,active
P001161,UTC-6263-0001161,regular,26_40,F,S0038,2022-04-11,active
P001162,UTC-8084-0001162,regular,18_25,F,S0044,2026-01-19,active
P001163,UTC-4025-0001163,regular,26_40,M,S0029,2020-01-28,active
P001164,UTC-7759-0001164,regular,41_60,F,S0005,2019-07-26,active
P001165,UTC-7199-0001165,regular,41_60,M,S0035,2026-08-13,blocked
P001166,UTC-7319-0001166,regular,41_60,F,S0042,2022-03-24,active
P001167,UTC-7002-0001167,regular,26_40,F,S0037,2021-07-24,active
P001168,UTC-8780-0001168,regular,41_60,M,S0120,2026-05-27,active
P001169,UTC-7578-0001169,regular,41_60,M,S0031,2019-04-29,active
P001170,UTC-1284-0001170,student,under_18,M,S0050,2022-01-31,active
P001171,UTC-2100-0001171,regular,26_40,M,S0067,2023-03-12,active
P001172,UTC-6391-0001172,student,18_25,M,S0047,2019-01-23,active
P001173,UTC-4605-0001173,student,18_25,M,S0030,2024-02-02,active
P001174,UTC-4005-0001174,regular,26_40,F,S0040,2024-01-05,active
P001175,UTC-8905-0001175,student,18_25,M,S0005,2026-07-26,active
P001176,UTC-2611-0001176,regular,41_60,F,S0047,2025-12-30,active
P001177,UTC-3236-0001177,regular,26_40,X,S0043,2024-06-30,active
P001178,UTC-6315-0001178,regular,26_40,F,S0044,2019-06-23,active
P001179,UTC-5018-0001179,student,18_25,M,S0036,2019-06-08,active
P001180,UTC-2831-0001180,regular,18_25,F,S0034,2020-12-05,active
P001181,UTC-2214-0001181,student,under_18,F,S0048,2021-05-25,active
P001182,UTC-1759-0001182,regular,18_25,F,S0028,2024-06-23,active
P001183,UTC-5348-0001183,student,18_25,M,S0050,2024-01-17,active
P001184,UTC-5539-0001184,senior,60_plus,M,S0031,2026-01-03,active
P001185,UTC-1140-0001185,student,under_18,M,S0081,2024-07-28,active
P001186,UTC-5114-0001186,regular,26_40,F,S0066,2020-02-18,active
P001187,UTC-9577-0001187,regular,26_40,F,S0068,2024-10-20,active
P001188,UTC-4653-0001188,regular,41_60,M,S0041,2023-01-14,expired
P001189,UTC-4754-0001189,regular,26_40,F,S0050,2026-04-22,active
P001190,UTC-4409-0001190,regular,26_40,M,S0050,2021-09-10,active
P001191,UTC-1302-0001191,regular,26_40,F,S0005,2023-09-26,active
P001192,UTC-4136-0001192,student,18_25,M,S0093,2021-02-05,active
P001193,UTC-1587-0001193,regular,41_60,M,S0035,2020-09-28,active
P001194,UTC-1685-0001194,disabled,18_25,M,S0113,2021-03-11,active
P001195,UTC-7938-0001195,regular,18_25,M,S0045,2026-02-04,active
P001196,UTC-1431-0001196,regular,41_60,M,S0030,2024-06-05,active
P001197,UTC-8443-0001197,regular,26_40,F,S0079,2026-01-28,active
P001198,UTC-3738-0001198,disabled,26_40,M,S0042,2020-01-11,active
P001199,UTC-2296-0001199,regular,26_40,M,S0049,2024-02-28,expired
P001200,UTC-7204-0001200,regular,41_60,M,S0045,2020-03-12,active
P001201,UTC-3853-0001201,regular,18_25,M,S0006,2019-08-02,active
P001202,UTC-3655-0001202,regular,26_40,F,S0046,2026-07-21,active
P001203,UTC-9707-0001203,senior,60_plus,M,S0057,2023-10-30,active
P001204,UTC-3133-0001204,student,under_18,M,S0079,2019-04-14,active
P001205,UTC-9995-0001205,regular,26_40,M,S0112,2021-06-30,active
P001206,UTC-5775-0001206,regular,41_60,F,S0006,2026-01-10,active
P001207,UTC-3819-0001207,regular,60_plus,M,S0092,2023-07-22,active
P001208,UTC-2054-0001208,regular,26_40,F,S0038,2023-01-02,active
P001209,UTC-6792-0001209,regular,60_plus,M,S0052,2024-08-23,active
P001210,UTC-5978-0001210,regular,26_40,F,S0047,2025-06-02,expired
P001211,UTC-9664-0001211,regular,18_25,M,S0039,2024-08-05,active
P001212,UTC-2068-0001212,student,18_25,M,S0036,2026-01-31,active
P001213,UTC-8697-0001213,regular,41_60,M,S0036,2020-07-22,active
P001214,UTC-5699-0001214,student,18_25,M,S0033,2021-09-11,active
P001215,UTC-2973-0001215,regular,60_plus,M,S0068,2026-06-01,active
P001216,UTC-2309-0001216,senior,60_plus,M,S0049,2019-05-26,active
P001217,UTC-7322-0001217,regular,26_40,F,S0037,2022-12-27,active
P001218,UTC-6529-0001218,regular,26_40,M,S0004,2020-08-03,active
P001219,UTC-2541-0001219,student,18_25,F,S0044,2019-03-03,active
P001220,UTC-6333-0001220,senior,60_plus,M,S0118,2026-02-14,active
P001221,UTC-8526-0001221,regular,26_40,F,S0038,2026-01-08,active
P001222,UTC-6186-0001222,student,under_18,F,S0071,2020-02-11,active
P001223,UTC-6861-0001223,regular,26_40,M,S0053,2020-08-03,active
P001224,UTC-4806-0001224,senior,60_plus,F,S0034,2026-03-04,active
P001225,UTC-1482-0001225,regular,18_25,M,S0059,2026-07-04,active
P001226,UTC-5226-0001226,regular,18_25,F,S0041,2026-01-05,active
P001227,UTC-7317-0001227,senior,60_plus,M,S0048,2022-07-15,active
P001228,UTC-1524-0001228,regular,26_40,F,S0030,2022-02-09,active
P001229,UTC-6208-0001229,student,under_18,M,S0048,2026-07-04,active
P001230,UTC-2622-0001230,student,18_25,M,S0034,2020-04-27,active
P001231,UTC-6439-0001231,regular,18_25,M,S0027,2025-11-29,active
P001232,UTC-5843-0001232,regular,26_40,M,S0033,2023-02-21,active
P001233,UTC-4927-0001233,regular,18_25,F,S0037,2020-03-24,active
P001234,UTC-2461-0001234,student,under_18,M,S0100,2025-09-21,active
P001235,UTC-7106-0001235,regular,18_25,M,S0088,2022-03-26,active
P001236,UTC-4557-0001236,student,18_25,F,S0122,2019-08-21,active
P001237,UTC-3217-0001237,senior,60_plus,M,S0070,2020-09-06,active
P001238,UTC-7519-0001238,student,18_25,M,S0125,2020-03-13,active
P001239,UTC-3217-0001239,regular,18_25,M,S0046,2026-06-10,active
P001240,UTC-9247-0001240,regular,18_25,M,S0035,2020-09-30,active
P001241,UTC-6601-0001241,senior,60_plus,F,S0030,2026-01-31,active
P001242,UTC-9044-0001242,regular,26_40,M,S0080,2023-05-31,active
P001243,UTC-9567-0001243,regular,41_60,M,S0114,2019-06-01,active
P001244,UTC-3107-0001244,student,18_25,F,S0038,2026-06-24,expired
P001245,UTC-2552-0001245,student,under_18,M,S0049,2023-07-18,active
P001246,UTC-7294-0001246,regular,18_25,M,S0030,2020-10-22,active
P001247,UTC-9091-0001247,senior,60_plus,F,S0065,2019-09-16,blocked
P001248,UTC-8235-0001248,student,under_18,F,S0043,2025-04-08,active
P001249,UTC-1999-0001249,student,18_25,M,S0123,2022-05-15,active
P001250,UTC-7121-0001250,regular,41_60,M,S0039,2023-09-06,active
P001251,UTC-3186-0001251,disabled,18_25,M,S0041,2026-02-07,active
P001252,UTC-8427-0001252,regular,41_60,F,S0040,2021-11-15,active
P001253,UTC-1058-0001253,student,18_25,M,S0114,2019-11-11,active
P001254,UTC-8653-0001254,student,18_25,M,S0081,2021-06-16,active
P001255,UTC-6542-0001255,regular,18_25,F,S0041,2020-04-20,active
P001256,UTC-3291-0001256,student,under_18,M,S0038,2025-05-08,active
P001257,UTC-5440-0001257,regular,41_60,F,S0120,2019-10-31,active
P001258,UTC-7270-0001258,regular,18_25,F,S0066,2021-02-16,active
P001259,UTC-2514-0001259,regular,26_40,F,S0047,2025-03-21,active
P001260,UTC-4331-0001260,regular,26_40,M,S0044,2024-08-14,active
P001261,UTC-1934-0001261,student,under_18,M,S0047,2026-05-02,active
P001262,UTC-5588-0001262,regular,26_40,M,S0005,2025-11-11,active
P001263,UTC-4074-0001263,regular,18_25,M,S0042,2021-12-21,active
P001264,UTC-8286-0001264,regular,26_40,F,S0041,2020-12-22,active
P001265,UTC-5545-0001265,regular,41_60,F,S0004,2025-03-21,active
P001266,UTC-5058-0001266,regular,26_40,M,S0025,2021-10-03,active
P001267,UTC-1981-0001267,student,under_18,M,S0032,2026-01-29,active
P001268,UTC-5319-0001268,regular,26_40,F,S0038,2026-06-25,active
P001269,UTC-1268-0001269,regular,60_plus,M,S0085,2026-07-20,active
P001270,UTC-5495-0001270,student,under_18,F,S0037,2024-03-10,active
P001271,UTC-9746-0001271,student,18_25,M,S0041,2021-05-16,expired
P001272,UTC-2409-0001272,regular,41_60,F,S0005,2026-03-08,expired
P001273,UTC-6028-0001273,regular,41_60,M,S0040,2019-03-28,blocked
P001274,UTC-7076-0001274,student,18_25,M,S0033,2024-10-05,active
P001275,UTC-6867-0001275,regular,18_25,M,S0049,2022-01-11,active
P001276,UTC-7925-0001276,regular,41_60,F,S0034,2025-10-18,active
P001277,UTC-4133-0001277,regular,41_60,M,S0044,2023-11-25,active
P001278,UTC-6605-0001278,regular,18_25,F,S0047,2022-06-17,active
P001279,UTC-6315-0001279,regular,26_40,F,S0042,2023-07-21,active
P001280,UTC-9998-0001280,student,under_18,M,S0121,2025-08-02,active
P001281,UTC-5436-0001281,regular,18_25,M,S0031,2019-07-26,active
P001282,UTC-4144-0001282,regular,18_25,M,S0110,2023-06-05,active
P001283,UTC-6196-0001283,regular,41_60,F,S0031,2020-07-21,active
P001284,UTC-4948-0001284,regular,26_40,M,S0042,2022-02-05,active
P001285,UTC-9619-0001285,regular,26_40,F,S0041,2026-05-31,active
P001286,UTC-3022-0001286,senior,60_plus,M,S0039,2023-10-02,active
P001287,UTC-1532-0001287,regular,18_25,M,S0031,2021-03-02,active
P001288,UTC-4885-0001288,student,18_25,M,S0076,2023-04-16,active
P001289,UTC-3762-0001289,regular,26_40,F,S0037,2023-09-03,active
P001290,UTC-9234-0001290,regular,18_25,F,S0029,2021-04-08,active
P001291,UTC-4802-0001291,regular,18_25,M,S0048,2025-02-07,active
P001292,UTC-6050-0001292,student,18_25,M,S0006,2024-02-21,expired
P001293,UTC-7662-0001293,senior,60_plus,F,S0121,2025-12-12,active
P001294,UTC-5045-0001294,regular,26_40,F,S0047,2023-06-19,active
P001295,UTC-7575-0001295,regular,26_40,M,S0056,2026-01-14,active
P001296,UTC-2072-0001296,regular,26_40,F,S0031,2026-01-05,active
P001297,UTC-9634-0001297,student,under_18,M,S0064,2026-04-03,active
P001298,UTC-5015-0001298,student,under_18,F,S0040,2026-05-28,active
P001299,UTC-9685-0001299,regular,41_60,M,S0068,2025-01-02,active
P001300,UTC-8837-0001300,regular,26_40,F,S0043,2025-06-26,active
P001301,UTC-4121-0001301,regular,26_40,M,S0054,2026-05-08,active
P001302,UTC-8160-0001302,regular,26_40,F,S0037,2025-04-12,active
P001303,UTC-2602-0001303,regular,26_40,F,S0074,2025-09-19,active
P001304,UTC-5701-0001304,regular,26_40,M,S0029,2025-09-04,active
P001305,UTC-3733-0001305,regular,41_60,M,S0037,2019-09-19,active
P001306,UTC-9708-0001306,regular,26_40,M,S0027,2025-01-09,active
P001307,UTC-4592-0001307,regular,26_40,M,S0005,2026-01-30,active
P001308,UTC-6285-0001308,regular,41_60,F,S0039,2025-09-13,active
P001309,UTC-2286-0001309,regular,26_40,M,S0017,2021-06-18,active
P001310,UTC-1537-0001310,student,18_25,M,S0044,2021-10-26,active
P001311,UTC-1126-0001311,student,under_18,F,S0048,2019-06-25,active
P001312,UTC-6175-0001312,senior,60_plus,X,S0040,2026-02-20,active
P001313,UTC-9342-0001313,regular,41_60,M,S0051,2022-07-23,active
P001314,UTC-8552-0001314,regular,18_25,M,S0083,2023-04-05,expired
P001315,UTC-3340-0001315,regular,18_25,X,S0004,2026-02-11,active
P001316,UTC-3549-0001316,regular,41_60,M,S0120,2020-05-09,active
P001317,UTC-2604-0001317,senior,60_plus,F,S0032,2025-10-26,blocked
P001318,UTC-7732-0001318,regular,60_plus,M,S0050,2026-06-18,active
P001319,UTC-6953-0001319,regular,26_40,M,S0043,2019-06-09,active
P001320,UTC-5635-0001320,regular,26_40,M,S0046,2023-06-14,active
P001321,UTC-5171-0001321,regular,26_40,M,S0049,2026-02-17,active
P001322,UTC-8689-0001322,regular,41_60,M,S0004,2022-02-07,active
P001323,UTC-7055-0001323,regular,26_40,M,S0034,2020-05-23,active
P001324,UTC-5535-0001324,regular,18_25,F,S0040,2026-04-29,active
P001325,UTC-7026-0001325,regular,41_60,M,S0047,2021-09-18,active
P001326,UTC-4956-0001326,student,18_25,M,S0041,2025-07-28,active
P001327,UTC-3983-0001327,regular,41_60,M,S0032,2025-01-15,active
P001328,UTC-7926-0001328,regular,26_40,M,S0077,2019-10-24,active
P001329,UTC-7213-0001329,student,18_25,F,S0049,2026-01-15,active
P001330,UTC-1974-0001330,senior,60_plus,M,S0049,2019-09-07,active
P001331,UTC-3356-0001331,regular,18_25,F,S0042,2025-08-04,active
P001332,UTC-1237-0001332,regular,41_60,M,S0039,2025-09-26,active
P001333,UTC-1585-0001333,regular,41_60,F,S0068,2022-05-09,active
P001334,UTC-1345-0001334,student,18_25,M,S0074,2021-06-23,active
P001335,UTC-7916-0001335,regular,18_25,F,S0108,2019-05-25,active
P001336,UTC-9458-0001336,regular,26_40,M,S0005,2024-06-30,active
P001337,UTC-7764-0001337,student,under_18,F,S0045,2025-09-02,active
P001338,UTC-5899-0001338,regular,26_40,F,S0054,2021-09-12,active
P001339,UTC-7214-0001339,student,18_25,X,S0050,2026-06-16,active
P001340,UTC-2661-0001340,regular,26_40,F,S0070,2026-03-20,active
P001341,UTC-3770-0001341,regular,18_25,M,S0034,2026-02-04,active
P001342,UTC-4496-0001342,regular,41_60,M,S0119,2021-06-17,expired
P001343,UTC-9632-0001343,regular,26_40,M,S0038,2020-11-14,active
P001344,UTC-9189-0001344,regular,26_40,M,S0029,2026-03-06,active
P001345,UTC-9308-0001345,regular,41_60,F,S0004,2024-05-11,active
P001346,UTC-7341-0001346,regular,26_40,M,S0035,2026-02-26,active
P001347,UTC-7831-0001347,student,18_25,M,S0043,2025-11-06,active
P001348,UTC-9316-0001348,student,under_18,F,S0068,2022-04-10,active
P001349,UTC-8259-0001349,regular,60_plus,M,S0043,2022-04-11,active
P001350,UTC-2821-0001350,regular,18_25,M,S0122,2023-10-04,active
P001351,UTC-1381-0001351,student,under_18,F,S0039,2026-01-22,active
P001352,UTC-7355-0001352,regular,18_25,M,S0041,2025-11-10,active
P001353,UTC-6410-0001353,regular,26_40,M,S0044,2026-04-03,active
P001354,UTC-8230-0001354,student,under_18,F,S0005,2022-11-25,active
P001355,UTC-6257-0001355,regular,41_60,M,S0120,2024-01-15,active
P001356,UTC-9899-0001356,disabled,18_25,F,S0029,2025-09-02,blocked
P001357,UTC-8765-0001357,senior,60_plus,F,S0031,2026-06-28,active
P001358,UTC-2046-0001358,regular,18_25,M,S0040,2021-01-15,active
P001359,UTC-8632-0001359,regular,18_25,F,S0033,2026-03-24,active
P001360,UTC-9897-0001360,regular,18_25,F,S0046,2019-03-05,active
P001361,UTC-7972-0001361,regular,18_25,F,S0068,2025-03-30,active
P001362,UTC-2937-0001362,regular,18_25,M,S0015,2019-06-23,active
P001363,UTC-9768-0001363,student,18_25,M,S0113,2020-03-11,active
P001364,UTC-2035-0001364,regular,18_25,M,S0004,2019-12-12,active
P001365,UTC-6087-0001365,regular,26_40,M,S0050,2025-10-06,active
P001366,UTC-2311-0001366,regular,60_plus,F,S0049,2025-09-16,active
P001367,UTC-3418-0001367,regular,18_25,F,S0044,2025-01-01,active
P001368,UTC-3600-0001368,regular,41_60,M,S0076,2023-03-06,active
P001369,UTC-8175-0001369,regular,26_40,F,S0040,2021-02-08,active
P001370,UTC-8968-0001370,regular,26_40,M,S0032,2019-07-09,active
P001371,UTC-3984-0001371,student,under_18,F,S0049,2025-09-12,active
P001372,UTC-3577-0001372,regular,18_25,M,S0035,2025-07-25,active
P001373,UTC-2151-0001373,regular,26_40,F,S0039,2020-05-06,active
P001374,UTC-5907-0001374,regular,26_40,M,S0036,2023-01-18,active
P001375,UTC-2230-0001375,senior,60_plus,M,S0041,2020-12-04,active
P001376,UTC-6722-0001376,regular,18_25,X,S0041,2025-12-28,active
P001377,UTC-7811-0001377,regular,60_plus,F,S0099,2021-02-22,active
P001378,UTC-4620-0001378,regular,18_25,F,S0029,2021-06-12,active
P001379,UTC-5926-0001379,regular,41_60,F,S0038,2026-01-31,active
P001380,UTC-8731-0001380,regular,26_40,M,S0062,2023-09-29,active
P001381,UTC-1126-0001381,regular,18_25,M,S0076,2019-11-04,active
P001382,UTC-7210-0001382,regular,18_25,M,S0093,2026-03-17,active
P001383,UTC-6057-0001383,regular,26_40,M,S0047,2024-09-29,active
P001384,UTC-6242-0001384,regular,18_25,M,S0064,2026-08-02,active
P001385,UTC-5272-0001385,regular,26_40,F,S0029,2022-11-29,active
P001386,UTC-8880-0001386,regular,18_25,F,S0080,2026-01-16,active
P001387,UTC-9163-0001387,student,under_18,M,S0070,2023-06-12,active
P001388,UTC-7860-0001388,disabled,26_40,M,S0039,2025-11-22,active
P001389,UTC-1140-0001389,regular,18_25,F,S0004,2026-07-02,active
P001390,UTC-8419-0001390,regular,26_40,M,S0034,2025-04-12,active
P001391,UTC-5091-0001391,student,18_25,F,S0027,2021-08-19,active
P001392,UTC-5263-0001392,regular,26_40,F,S0019,2026-08-12,active
P001393,UTC-7137-0001393,regular,26_40,M,S0075,2022-01-03,active
P001394,UTC-3878-0001394,regular,18_25,M,S0038,2022-07-07,active
P001395,UTC-5499-0001395,regular,41_60,M,S0047,2019-04-02,active
P001396,UTC-1221-0001396,regular,26_40,F,S0030,2024-10-06,active
P001397,UTC-9106-0001397,regular,41_60,F,S0036,2025-03-15,active
P001398,UTC-7279-0001398,regular,41_60,M,S0045,2019-01-06,active
P001399,UTC-1366-0001399,regular,26_40,M,S0046,2019-08-03,active
P001400,UTC-1090-0001400,regular,26_40,M,S0047,2023-10-18,active
P001401,UTC-4975-0001401,regular,26_40,M,S0101,2025-03-22,active
P001402,UTC-2615-0001402,regular,41_60,F,S0042,2021-05-17,active
P001403,UTC-2229-0001403,regular,18_25,M,S0115,2024-07-20,active
P001404,UTC-5846-0001404,student,18_25,M,S0046,2024-10-26,active
P001405,UTC-8400-0001405,regular,41_60,F,S0004,2023-04-22,active
P001406,UTC-7736-0001406,regular,60_plus,F,S0076,2020-12-29,active
P001407,UTC-5652-0001407,regular,41_60,F,S0124,2021-11-13,active
P001408,UTC-1157-0001408,regular,41_60,M,S0029,2022-09-13,active
P001409,UTC-3386-0001409,regular,26_40,M,S0005,2026-06-10,active
P001410,UTC-8716-0001410,regular,60_plus,M,S0033,2023-12-19,active
P001411,UTC-4475-0001411,regular,26_40,M,S0058,2026-06-26,active
P001412,UTC-3156-0001412,student,18_25,M,S0084,2025-01-08,active
P001413,UTC-7192-0001413,regular,26_40,M,S0049,2021-02-08,active
P001414,UTC-9625-0001414,senior,60_plus,M,S0042,2020-02-09,active
P001415,UTC-4012-0001415,regular,18_25,M,S0070,2024-04-25,active
P001416,UTC-9203-0001416,senior,60_plus,F,S0049,2025-10-14,active
P001417,UTC-2138-0001417,senior,60_plus,M,S0041,2020-03-22,active
P001418,UTC-2182-0001418,regular,41_60,F,S0047,2024-05-31,active
P001419,UTC-9645-0001419,regular,18_25,M,S0121,2021-11-24,active
P001420,UTC-1690-0001420,regular,18_25,F,S0005,2024-07-15,active
P001421,UTC-2758-0001421,regular,18_25,M,S0040,2024-02-11,active
P001422,UTC-8668-0001422,student,18_25,M,S0030,2022-01-01,active
P001423,UTC-6043-0001423,senior,60_plus,F,S0029,2025-12-05,active
P001424,UTC-2806-0001424,regular,18_25,M,S0083,2024-01-17,active
P001425,UTC-6232-0001425,regular,26_40,F,S0067,2020-07-08,active
P001426,UTC-3146-0001426,regular,26_40,F,S0090,2019-03-22,active
P001427,UTC-3351-0001427,student,under_18,M,S0057,2026-07-27,active
P001428,UTC-2178-0001428,student,under_18,M,S0046,2019-05-02,active
P001429,UTC-1510-0001429,student,18_25,F,S0035,2026-08-15,expired
P001430,UTC-4739-0001430,regular,18_25,M,S0059,2025-11-29,active
P001431,UTC-6141-0001431,regular,18_25,F,S0025,2026-07-20,active
P001432,UTC-3864-0001432,regular,26_40,F,S0032,2023-09-20,active
P001433,UTC-5852-0001433,regular,26_40,F,S0029,2022-05-15,active
P001434,UTC-9671-0001434,regular,41_60,F,S0034,2026-05-18,active
P001435,UTC-3952-0001435,senior,60_plus,M,S0040,2024-08-03,active
P001436,UTC-6253-0001436,regular,26_40,M,S0044,2026-02-03,active
P001437,UTC-4071-0001437,regular,26_40,M,S0044,2026-05-15,active
P001438,UTC-5783-0001438,regular,41_60,M,S0052,2019-02-11,active
P001439,UTC-4508-0001439,regular,26_40,F,S0036,2026-01-05,active
P001440,UTC-6026-0001440,regular,26_40,F,S0033,2023-10-06,active
P001441,UTC-5075-0001441,student,18_25,M,S0015,2024-04-14,active
P001442,UTC-2935-0001442,disabled,41_60,M,S0044,2024-03-15,active
P001443,UTC-3986-0001443,regular,26_40,M,S0043,2026-03-07,active
P001444,UTC-2831-0001444,regular,41_60,F,S0004,2026-04-17,active
P001445,UTC-9506-0001445,student,under_18,F,S0067,2026-02-25,active
P001446,UTC-7314-0001446,senior,60_plus,F,S0099,2026-03-03,expired
P001447,UTC-5873-0001447,regular,18_25,F,S0005,2024-01-20,active
P001448,UTC-1284-0001448,senior,60_plus,F,S0087,2025-09-16,active
P001449,UTC-5797-0001449,regular,18_25,F,S0078,2020-07-28,active
P001450,UTC-9147-0001450,regular,41_60,M,S0029,2020-01-26,active
P001451,UTC-4263-0001451,regular,60_plus,M,S0035,2026-01-17,active
P001452,UTC-5871-0001452,student,under_18,M,S0059,2025-12-05,active
P001453,UTC-4635-0001453,student,under_18,F,S0039,2025-08-04,active
P001454,UTC-5647-0001454,regular,18_25,M,S0048,2024-06-01,active
P001455,UTC-3287-0001455,student,18_25,F,S0044,2023-04-01,active
P001456,UTC-9744-0001456,regular,41_60,M,S0046,2026-07-19,active
P001457,UTC-3186-0001457,regular,41_60,F,S0042,2019-09-10,active
P001458,UTC-5499-0001458,student,18_25,M,S0047,2020-12-15,active
P001459,UTC-5481-0001459,regular,41_60,F,S0054,2025-09-22,active
P001460,UTC-9678-0001460,student,18_25,M,S0049,2026-04-05,active
P001461,UTC-1396-0001461,regular,26_40,M,S0050,2025-04-09,active
P001462,UTC-5038-0001462,student,18_25,M,S0038,2025-09-27,expired
P001463,UTC-5547-0001463,student,under_18,F,S0049,2021-03-03,active
P001464,UTC-6755-0001464,student,18_25,F,S0034,2026-07-30,active
P001465,UTC-2265-0001465,regular,41_60,M,S0033,2025-09-28,active
P001466,UTC-6893-0001466,senior,60_plus,F,S0038,2025-06-15,active
P001467,UTC-3987-0001467,student,18_25,F,S0039,2022-04-19,active
P001468,UTC-4701-0001468,regular,18_25,F,S0029,2020-05-25,active
P001469,UTC-7419-0001469,student,18_25,M,S0093,2023-01-29,active
P001470,UTC-9685-0001470,senior,60_plus,M,S0035,2020-10-20,blocked
P001471,UTC-9663-0001471,regular,26_40,M,S0037,2021-08-17,active
P001472,UTC-1783-0001472,regular,18_25,F,S0043,2023-11-28,active
P001473,UTC-8383-0001473,student,18_25,M,S0033,2026-02-09,active
P001474,UTC-8534-0001474,regular,18_25,M,S0030,2023-07-13,active
P001475,UTC-2426-0001475,regular,60_plus,F,S0036,2022-10-23,active
P001476,UTC-2645-0001476,senior,60_plus,M,S0049,2025-01-10,blocked
P001477,UTC-3599-0001477,student,18_25,F,S0050,2026-05-05,active
P001478,UTC-5306-0001478,student,18_25,F,S0033,2026-03-10,active
P001479,UTC-4690-0001479,senior,60_plus,M,S0043,2026-08-08,active
P001480,UTC-1659-0001480,regular,41_60,M,S0040,2021-05-24,active
P001481,UTC-9239-0001481,regular,26_40,F,S0072,2024-02-25,active
P001482,UTC-9328-0001482,regular,26_40,M,S0035,2022-03-27,active
P001483,UTC-4887-0001483,regular,26_40,M,S0045,2019-06-10,active
P001484,UTC-1968-0001484,regular,18_25,M,S0049,2025-11-08,active
P001485,UTC-7027-0001485,regular,26_40,M,S0124,2025-09-27,active
P001486,UTC-9239-0001486,regular,41_60,M,S0044,2026-04-11,active
P001487,UTC-1030-0001487,regular,26_40,M,S0039,2025-06-17,active
P001488,UTC-4275-0001488,regular,26_40,M,S0113,2019-10-23,active
P001489,UTC-5548-0001489,student,under_18,M,S0005,2026-06-10,active
P001490,UTC-3263-0001490,regular,26_40,M,S0042,2025-10-10,expired
P001491,UTC-9348-0001491,regular,26_40,M,S0032,2025-12-31,active
P001492,UTC-5756-0001492,regular,41_60,M,S0124,2019-03-07,active
P001493,UTC-1048-0001493,regular,26_40,M,S0045,2026-04-15,blocked
P001494,UTC-6407-0001494,student,under_18,M,S0042,2021-06-29,active
P001495,UTC-5665-0001495,regular,18_25,M,S0037,2024-05-08,active
P001496,UTC-6400-0001496,student,18_25,M,S0046,2023-03-01,active
P001497,UTC-6987-0001497,student,under_18,F,S0029,2024-09-20,active
P001498,UTC-3626-0001498,regular,26_40,F,S0004,2022-07-27,active
P001499,UTC-9505-0001499,regular,18_25,F,S0050,2024-10-04,active
P001500,UTC-2069-0001500,regular,41_60,M,S0004,2019-12-16,active
